rel_path,vendor,hw_platform,profile,default_topo
device/mellanox/x86_64-mlnx_msn4700-r0/Mellanox-SN4700-C128/buffers.json.j2,mellanox,x86_64-mlnx_msn4700-r0,Mellanox-SN4700-C128,t2
device/mellanox/x86_64-mlnx_msn4700-r0/Mellanox-SN4700-O32/buffers.json.j2,mellanox,x86_64-mlnx_msn4700-r0,Mellanox-SN4700-O32,t1
device/mellanox/x86_64-mlnx_msn4700-r0/Mellanox-SN4700-O8C48/buffers.json.j2,mellanox,x86_64-mlnx_msn4700-r0,Mellanox-SN4700-O8C48,t1
device/mellanox/x86_64-mlnx_msn4700-r0/Mellanox-SN4700-O8V48/buffers.json.j2,mellanox,x86_64-mlnx_msn4700-r0,Mellanox-SN4700-O8V48,t0
device/mellanox/x86_64-mlnx_msn4700-r0/Mellanox-SN4700-V48C32/buffers.json.j2,mellanox,x86_64-mlnx_msn4700-r0,Mellanox-SN4700-V48C32,t1
device/mellanox/x86_64-mlnx_msn4700-r0/Mellanox-SN4700-V64/buffers.json.j2,mellanox,x86_64-mlnx_msn4700-r0,Mellanox-SN4700-V64,t0
device/mellanox/x86_64-nvidia_sn4280-r0/Mellanox-SN4280-O28/buffers.json.j2,mellanox,x86_64-nvidia_sn4280-r0,Mellanox-SN4280-O28,t1
device/mellanox/x86_64-nvidia_sn4280-r0/Mellanox-SN4280-O8C80/buffers.json.j2,mellanox,x86_64-nvidia_sn4280-r0,Mellanox-SN4280-O8C80,t0
device/netberg/x86_64-netberg_aurora_610-r0/aurora-610/buffers.json.j2,netberg,x86_64-netberg_aurora_610-r0,aurora-610,t0
device/netberg/x86_64-netberg_aurora_710-r0/aurora-710/buffers.json.j2,netberg,x86_64-netberg_aurora_710-r0,aurora-710,t0
device/netberg/x86_64-netberg_aurora_715-r0/aurora-715/buffers.json.j2,netberg,x86_64-netberg_aurora_715-r0,aurora-715,NOT_FOUND
device/netberg/x86_64-netberg_aurora_750-r0/aurora-750/buffers.json.j2,netberg,x86_64-netberg_aurora_750-r0,aurora-750,t0
device/nexthop/x86_64-nexthop_4010-r0/NH-4010-128x400G-2x25G/BALANCED/buffers.json.j2,nexthop,x86_64-nexthop_4010-r0,NH-4010-128x400G-2x25G,t1
device/nexthop/x86_64-nexthop_4010-r0/NH-4010-128x400G-2x25G/buffers.json.j2,nexthop,x86_64-nexthop_4010-r0,NH-4010-128x400G-2x25G,t1
device/nexthop/x86_64-nexthop_4010-r0/NH-4010-256x200G-2x25G/BALANCED/buffers.json.j2,nexthop,x86_64-nexthop_4010-r0,NH-4010-256x200G-2x25G,t1
device/nexthop/x86_64-nexthop_4010-r0/NH-4010-256x200G-2x25G/buffers.json.j2,nexthop,x86_64-nexthop_4010-r0,NH-4010-256x200G-2x25G,t1
device/nexthop/x86_64-nexthop_4010-r0/NH-4010/BALANCED/buffers.json.j2,nexthop,x86_64-nexthop_4010-r0,NH-4010,t1
device/nexthop/x86_64-nexthop_4010-r0/NH-4010/buffers.json.j2,nexthop,x86_64-nexthop_4010-r0,NH-4010,t1
device/nexthop/x86_64-nexthop_5010-r0/NH-5010-F-O32-C32/BALANCED/buffers.json.j2,nexthop,x86_64-nexthop_5010-r0,NH-5010-F-O32-C32,t2
device/nexthop/x86_64-nexthop_5010-r0/NH-5010-F-O32-C32/buffers.json.j2,nexthop,x86_64-nexthop_5010-r0,NH-5010-F-O32-C32,t2
device/nexthop/x86_64-nexthop_5010-r0/NH-5010-F-O64/BALANCED/buffers.json.j2,nexthop,x86_64-nexthop_5010-r0,NH-5010-F-O64,t2
device/nexthop/x86_64-nexthop_5010-r0/NH-5010-F-O64/buffers.json.j2,nexthop,x86_64-nexthop_5010-r0,NH-5010-F-O64,t2
device/nokia/armhf-nokia_ixs7215_52x-r0/Nokia-7215/buffers.json.j2,nokia,armhf-nokia_ixs7215_52x-r0,Nokia-7215,NOT_FOUND
device/nokia/x86_64-nokia_ixr7220_d4-r0/Nokia-IXR7220-D4-36D/buffers.json.j2,nokia,x86_64-nokia_ixr7220_d4-r0,Nokia-IXR7220-D4-36D,t1
device/nokia/x86_64-nokia_ixr7220_h4-r0/Nokia-IXR7220-H4-64D/buffers.json.j2,nokia,x86_64-nokia_ixr7220_h4-r0,Nokia-IXR7220-H4-64D,t1
device/nokia/x86_64-nokia_ixr7220_h4_32d-r0/Nokia-IXR7220-H4-32D/buffers.json.j2,nokia,x86_64-nokia_ixr7220_h4_32d-r0,Nokia-IXR7220-H4-32D,t1
device/nokia/x86_64-nokia_ixr7220_h5_32d-r0/Nokia-IXR7220-H5-32D/buffers.json.j2,nokia,x86_64-nokia_ixr7220_h5_32d-r0,Nokia-IXR7220-H5-32D,t1
device/nokia/x86_64-nokia_ixr7220_h5_64d-r0/Nokia-IXR7220-H5-64D/buffers.json.j2,nokia,x86_64-nokia_ixr7220_h5_64d-r0,Nokia-IXR7220-H5-64D,t1
device/nokia/x86_64-nokia_ixr7220_h5_64o-r0/Nokia-IXR7220-H5-64O/buffers.json.j2,nokia,x86_64-nokia_ixr7220_h5_64o-r0,Nokia-IXR7220-H5-64O,t1
device/nokia/x86_64-nokia_ixr7220_h6_128-r0/Nokia-IXR7220-H6-O256/buffers.json.j2,nokia,x86_64-nokia_ixr7220_h6_128-r0,Nokia-IXR7220-H6-O256,t1
device/nokia/x86_64-nokia_ixr7220_h6_128-r0/Nokia-IXR7220-H6-P128/buffers.json.j2,nokia,x86_64-nokia_ixr7220_h6_128-r0,Nokia-IXR7220-H6-P128,t1
device/nokia/x86_64-nokia_ixr7220_h6_64-r0/Nokia-IXR7220-H6-64/buffers.json.j2,nokia,x86_64-nokia_ixr7220_h6_64-r0,Nokia-IXR7220-H6-64,t1
device/nokia/x86_64-nokia_ixr7250_x3b-r0/Nokia-IXR7250-X3B/0/buffers.json.j2,nokia,x86_64-nokia_ixr7250_x3b-r0,Nokia-IXR7250-X3B,t2
device/nokia/x86_64-nokia_ixr7250_x3b-r0/Nokia-IXR7250-X3B/1/buffers.json.j2,nokia,x86_64-nokia_ixr7250_x3b-r0,Nokia-IXR7250-X3B,t2
device/nokia/x86_64-nokia_ixr7250_x4-r0/Nokia-IXR7250-X4/buffers.json.j2,nokia,x86_64-nokia_ixr7250_x4-r0,Nokia-IXR7250-X4,t2
device/nokia/x86_64-nokia_ixr7250e_36x400g-r0/Nokia-IXR7250E-36x100G/0/buffers.json.j2,nokia,x86_64-nokia_ixr7250e_36x400g-r0,Nokia-IXR7250E-36x100G,t2
device/nokia/x86_64-nokia_ixr7250e_36x400g-r0/Nokia-IXR7250E-36x100G/1/buffers.json.j2,nokia,x86_64-nokia_ixr7250e_36x400g-r0,Nokia-IXR7250E-36x100G,t2
device/nokia/x86_64-nokia_ixr7250e_36x400g-r0/Nokia-IXR7250E-36x400G/0/buffers.json.j2,nokia,x86_64-nokia_ixr7250e_36x400g-r0,Nokia-IXR7250E-36x400G,t2
device/nokia/x86_64-nokia_ixr7250e_36x400g-r0/Nokia-IXR7250E-36x400G/1/buffers.json.j2,nokia,x86_64-nokia_ixr7250e_36x400g-r0,Nokia-IXR7250E-36x400G,t2
device/quanta/x86_64-quanta_ix7_bwde-r0/Quanta-IX7-BWDE-32X/buffers.json.j2,quanta,x86_64-quanta_ix7_bwde-r0,Quanta-IX7-BWDE-32X,t1
device/quanta/x86_64-quanta_ix7_rglbmc-r0/Quanta-IX7-32X/buffers.json.j2,quanta,x86_64-quanta_ix7_rglbmc-r0,Quanta-IX7-32X,t1
device/quanta/x86_64-quanta_ix8_rglbmc-r0/Quanta-IX8-56X/buffers.json.j2,quanta,x86_64-quanta_ix8_rglbmc-r0,Quanta-IX8-56X,t1
device/quanta/x86_64-quanta_ix8a_bwde-r0/Quanta-IX8A-BWDE-56X/buffers.json.j2,quanta,x86_64-quanta_ix8a_bwde-r0,Quanta-IX8A-BWDE-56X,t1
device/quanta/x86_64-quanta_ix9_bwde-r0/Quanta-IX9-32X/buffers.json.j2,quanta,x86_64-quanta_ix9_bwde-r0,Quanta-IX9-32X,t0
device/supermicro/x86_64-supermicro_sse_t7132s-r0/Supermicro_sse_t7132s/buffers.json.j2,supermicro,x86_64-supermicro_sse_t7132s-r0,Supermicro_sse_t7132s,NOT_FOUND
device/virtual/x86_64-kvm_x86_64-r0/SONiC-VM/buffers.json.j2,virtual,x86_64-kvm_x86_64-r0,SONiC-VM,t1
device/virtual/x86_64-kvm_x86_64-r0/brcm_gearbox_vs/buffers.json.j2,virtual,x86_64-kvm_x86_64-r0,brcm_gearbox_vs,t1
device/virtual/x86_64-kvm_x86_64_4_asic-r0/msft_four_asic_vs/0/buffers.json.j2,virtual,x86_64-kvm_x86_64_4_asic-r0,msft_four_asic_vs,t1
device/virtual/x86_64-kvm_x86_64_6_asic-r0/msft_multi_asic_vs/0/buffers.json.j2,virtual,x86_64-kvm_x86_64_6_asic-r0,msft_multi_asic_vs,t1
device/wistron/x86_64-wistron_6512_32r-r0/wistron_6512_32r/buffers.json.j2,wistron,x86_64-wistron_6512_32r-r0,wistron_6512_32r,NOT_FOUND
device/wistron/x86_64-wistron_6512_32r-r0/wistron_6512_32r_32x100/buffers.json.j2,wistron,x86_64-wistron_6512_32r-r0,wistron_6512_32r_32x100,NOT_FOUND
device/wistron/x86_64-wistron_sw_to3200k-r0/Wistron_sw_to3200k/buffers.json.j2,wistron,x86_64-wistron_sw_to3200k-r0,Wistron_sw_to3200k,NOT_FOUND
device/wistron/x86_64-wistron_sw_to3200k-r0/Wistron_sw_to3200k_104x1025_6x100/buffers.json.j2,wistron,x86_64-wistron_sw_to3200k-r0,Wistron_sw_to3200k_104x1025_6x100,NOT_FOUND
device/wistron/x86_64-wistron_sw_to3200k-r0/Wistron_sw_to3200k_24x400_8x100/buffers.json.j2,wistron,x86_64-wistron_sw_to3200k-r0,Wistron_sw_to3200k_24x400_8x100,NOT_FOUND
device/wistron/x86_64-wistron_sw_to3200k-r0/Wistron_sw_to3200k_28x400_4x100/buffers.json.j2,wistron,x86_64-wistron_sw_to3200k-r0,Wistron_sw_to3200k_28x400_4x100,NOT_FOUND
device/wistron/x86_64-wistron_sw_to3200k-r0/Wistron_sw_to3200k_32x100/buffers.json.j2,wistron,x86_64-wistron_sw_to3200k-r0,Wistron_sw_to3200k_32x100,NOT_FOUND
device/wistron/x86_64-wistron_sw_to3200k-r0/Wistron_sw_to3200k_72x25_6x400/buffers.json.j2,wistron,x86_64-wistron_sw_to3200k-r0,Wistron_sw_to3200k_72x25_6x400,NOT_FOUND
src/sonic-config-engine/tests/multi_npu_data/buffers.json.j2,unknown,unknown,,t2
