rel_path,vendor,hw_platform,profile,group
device/centec/x86_64-centec_v682_48y8c_d-r0/V682-48y8c-d/qos.json.j2,centec,x86_64-centec_v682_48y8c_d-r0,V682-48y8c-d,A
device/cig/x86_64-cig_cs5435_54p-r0/Cig-CS5435-54P/qos.json.j2,cig,x86_64-cig_cs5435_54p-r0,Cig-CS5435-54P,A
device/cig/x86_64-cig_cs6436_54p-r0/Cig-CS6436-54P/qos.json.j2,cig,x86_64-cig_cs6436_54p-r0,Cig-CS6436-54P,A
device/cig/x86_64-cig_cs6436_56p-r0/Cig-CS6436-56P/qos.json.j2,cig,x86_64-cig_cs6436_56p-r0,Cig-CS6436-56P,A
device/common/profiles/td2/6000/BALANCED/qos.json.j2,common,profiles,td2,A
device/common/profiles/td2/6000/RDMA-CENTRIC/qos.json.j2,common,profiles,td2,A
device/common/profiles/td2/gen/BALANCED/qos.json.j2,common,profiles,td2,C
device/common/profiles/td2/gen/RDMA-CENTRIC/qos.json.j2,common,profiles,td2,C
device/common/profiles/th/6100/BALANCED/qos.json.j2,common,profiles,th,C
device/common/profiles/th/6100/RDMA-CENTRIC/qos.json.j2,common,profiles,th,C
device/common/profiles/th/gen/BALANCED/qos.json.j2,common,profiles,th,C
device/common/profiles/th/gen/RDMA-CENTRIC/qos.json.j2,common,profiles,th,C
device/common/profiles/th2/7260/BALANCED/qos.json.j2,common,profiles,th2,C
device/common/profiles/th2/7260/RDMA-CENTRIC/qos.json.j2,common,profiles,th2,C
device/dell/x86_64-dell_e3224f-r0/Dell-E3224F/qos.json.j2,dell,x86_64-dell_e3224f-r0,Dell-E3224F,B
device/dell/x86_64-dell_s3248t-r0/DELL-S3248T/qos.json.j2,dell,x86_64-dell_s3248t-r0,DELL-S3248T,B
device/dell/x86_64-dell_z9100_c2538-r0/Force10-Z9100-C32/qos.json.j2,dell,x86_64-dell_z9100_c2538-r0,Force10-Z9100-C32,A
device/dell/x86_64-dell_z9100_c2538-r0/Force10-Z9100-C8D48/qos.json.j2,dell,x86_64-dell_z9100_c2538-r0,Force10-Z9100-C8D48,A
device/dell/x86_64-dell_z9100_c2538-r0/Force10-Z9100/qos.json.j2,dell,x86_64-dell_z9100_c2538-r0,Force10-Z9100,A
device/dell/x86_64-dell_z9664f-r0/DellEMC-Z9664f-O64/qos.json.j2,dell,x86_64-dell_z9664f-r0,DellEMC-Z9664f-O64,OTHER
device/dell/x86_64-dell_z9864f-r0/Dell-Z9864f-O64/qos.json.j2,dell,x86_64-dell_z9864f-r0,Dell-Z9864f-O64,OTHER
device/dell/x86_64-dellemc_n3248pxe_c3338-r0/DELLEMC-N3248PXE/qos.json.j2,dell,x86_64-dellemc_n3248pxe_c3338-r0,DELLEMC-N3248PXE,B
device/dell/x86_64-dellemc_n3248te_c3338-r0/DellEMC-N3248TE/qos.json.j2,dell,x86_64-dellemc_n3248te_c3338-r0,DellEMC-N3248TE,B
device/dell/x86_64-dellemc_s5212f_c3538-r0/DellEMC-S5212f-P-25G/qos.json.j2,dell,x86_64-dellemc_s5212f_c3538-r0,DellEMC-S5212f-P-25G,A
device/dell/x86_64-dellemc_s5224f_c3538-r0/DellEMC-S5224f-P-25G/qos.json.j2,dell,x86_64-dellemc_s5224f_c3538-r0,DellEMC-S5224f-P-25G,A
device/dell/x86_64-dellemc_s5232f_c3538-r0/DellEMC-S5232f-C32/qos.json.j2,dell,x86_64-dellemc_s5232f_c3538-r0,DellEMC-S5232f-C32,A
device/dell/x86_64-dellemc_s5232f_c3538-r0/DellEMC-S5232f-C8D48/qos.json.j2,dell,x86_64-dellemc_s5232f_c3538-r0,DellEMC-S5232f-C8D48,A
device/dell/x86_64-dellemc_s5232f_c3538-r0/DellEMC-S5232f-P-100G/qos.json.j2,dell,x86_64-dellemc_s5232f_c3538-r0,DellEMC-S5232f-P-100G,OTHER
device/dell/x86_64-dellemc_s5232f_c3538-r0/DellEMC-S5232f-P-10G/qos.json.j2,dell,x86_64-dellemc_s5232f_c3538-r0,DellEMC-S5232f-P-10G,OTHER
device/dell/x86_64-dellemc_s5232f_c3538-r0/DellEMC-S5232f-P-25G/qos.json.j2,dell,x86_64-dellemc_s5232f_c3538-r0,DellEMC-S5232f-P-25G,OTHER
device/dell/x86_64-dellemc_s5248f_c3538-r0/DellEMC-S5248f-P-10G/qos.json.j2,dell,x86_64-dellemc_s5248f_c3538-r0,DellEMC-S5248f-P-10G,OTHER
device/dell/x86_64-dellemc_s5248f_c3538-r0/DellEMC-S5248f-P-25G/qos.json.j2,dell,x86_64-dellemc_s5248f_c3538-r0,DellEMC-S5248f-P-25G,OTHER
device/dell/x86_64-dellemc_s5296f_c3538-r0/DellEMC-S5296f-P-10G/qos.json.j2,dell,x86_64-dellemc_s5296f_c3538-r0,DellEMC-S5296f-P-10G,OTHER
device/dell/x86_64-dellemc_s5296f_c3538-r0/DellEMC-S5296f-P-25G/qos.json.j2,dell,x86_64-dellemc_s5296f_c3538-r0,DellEMC-S5296f-P-25G,OTHER
device/dell/x86_64-dellemc_s5448f-r0/DellEMC-S5448f-C48O8/qos.json.j2,dell,x86_64-dellemc_s5448f-r0,DellEMC-S5448f-C48O8,A
device/dell/x86_64-dellemc_z9264f_c3538-r0/DellEMC-Z9264f-C64/qos.json.j2,dell,x86_64-dellemc_z9264f_c3538-r0,DellEMC-Z9264f-C64,A
device/dell/x86_64-dellemc_z9264f_c3538-r0/DellEMC-Z9264f-C8D112/qos.json.j2,dell,x86_64-dellemc_z9264f_c3538-r0,DellEMC-Z9264f-C8D112,A
device/dell/x86_64-dellemc_z9264f_c3538-r0/DellEMC-Z9264f-Q64/qos.json.j2,dell,x86_64-dellemc_z9264f_c3538-r0,DellEMC-Z9264f-Q64,A
device/dell/x86_64-dellemc_z9332f_d1508-r0/DellEMC-Z9332f-C32/qos.json.j2,dell,x86_64-dellemc_z9332f_d1508-r0,DellEMC-Z9332f-C32,OTHER
device/dell/x86_64-dellemc_z9332f_d1508-r0/DellEMC-Z9332f-M-O16C64/qos.json.j2,dell,x86_64-dellemc_z9332f_d1508-r0,DellEMC-Z9332f-M-O16C64,A
device/dell/x86_64-dellemc_z9332f_d1508-r0/DellEMC-Z9332f-O32/qos.json.j2,dell,x86_64-dellemc_z9332f_d1508-r0,DellEMC-Z9332f-O32,A
device/dell/x86_64-dellemc_z9432f_c3758-r0/DellEMC-Z9432f-O32/qos.json.j2,dell,x86_64-dellemc_z9432f_c3758-r0,DellEMC-Z9432f-O32,OTHER
device/dell/x86_64-dellemc_z9432f_c3758-r0/DellEMC-Z9432f-T64C64O8-DPB/qos.json.j2,dell,x86_64-dellemc_z9432f_c3758-r0,DellEMC-Z9432f-T64C64O8-DPB,OTHER
device/delta/x86_64-delta_et-c032if-r0/Delta-et-c032if/qos.json.j2,delta,x86_64-delta_et-c032if-r0,Delta-et-c032if,OTHER
device/delta/x86_64-delta_et-c032if-r0/Delta-et-c032if_128x100/qos.json.j2,delta,x86_64-delta_et-c032if-r0,Delta-et-c032if_128x100,OTHER
device/delta/x86_64-delta_et-c032if-r0/Delta-et-c032if_32x100/qos.json.j2,delta,x86_64-delta_et-c032if-r0,Delta-et-c032if_32x100,OTHER
device/delta/x86_64-delta_et-c032if-r0/Delta-et-c032if_32x200/qos.json.j2,delta,x86_64-delta_et-c032if-r0,Delta-et-c032if_32x200,OTHER
device/delta/x86_64-delta_et-c032if-r0/Delta-et-c032if_32x400/qos.json.j2,delta,x86_64-delta_et-c032if-r0,Delta-et-c032if_32x400,OTHER
device/delta/x86_64-delta_et-c032if-r0/Delta-et-c032if_64x100/qos.json.j2,delta,x86_64-delta_et-c032if-r0,Delta-et-c032if_64x100,OTHER
device/delta/x86_64-delta_et-c032if-r0/Delta-et-c032if_64x200/qos.json.j2,delta,x86_64-delta_et-c032if-r0,Delta-et-c032if_64x200,OTHER
device/fs/arm64-fs_s5800_48t4s-r0/S5800-48t4s-mars8p/qos.json.j2,fs,arm64-fs_s5800_48t4s-r0,S5800-48t4s-mars8p,A
device/fs/arm64-fs_s5800_48t4s-r0/S5800-48t4s/qos.json.j2,fs,arm64-fs_s5800_48t4s-r0,S5800-48t4s,A
